Object Kind	X1	Y1	Orientation	Name	Show Name	Pin Designator	Show Designator	Row	Column	Index
Pin	0mil	2400mil	180 Degrees	pin	false	H24	true	H	24	373	
Pin	0mil	2500mil	180 Degrees	pin	false	H25	true	H	25	374	
Pin	0mil	2600mil	180 Degrees	pin	false	H26	true	H	26	375	
Pin	0mil	2700mil	180 Degrees	pin	false	H27	true	H	27	376	
Pin	0mil	2800mil	180 Degrees	pin	false	H28	true	H	28	377	
Pin	0mil	2900mil	180 Degrees	pin	false	H29	true	H	29	378	
Pin	0mil	3000mil	180 Degrees	pin	false	H30	true	H	30	379	
Pin	0mil	3100mil	180 Degrees	pin	false	H31	true	H	31	380	
Pin	0mil	3200mil	180 Degrees	pin	false	H32	true	H	32	381	
Pin	0mil	3300mil	180 Degrees	pin	false	H33	true	H	33	382	
Pin	0mil	3400mil	180 Degrees	pin	false	H34	true	H	34	383	
Pin	0mil	3500mil	180 Degrees	pin	false	H35	true	H	35	384	
Pin	0mil	3600mil	180 Degrees	pin	false	H36	true	H	36	385	
Pin	0mil	3700mil	180 Degrees	pin	false	H37	true	H	37	386	
Pin	0mil	3800mil	180 Degrees	pin	false	H38	true	H	38	387	
Pin	0mil	3900mil	180 Degrees	pin	false	H39	true	H	39	388	
Pin	0mil	4000mil	180 Degrees	pin	false	H40	true	H	40	389	
Pin	0mil	4100mil	180 Degrees	pin	false	H41	true	H	41	390	
Pin	0mil	4200mil	180 Degrees	pin	false	H42	true	H	42	391	
Pin	0mil	4300mil	180 Degrees	pin	false	H43	true	H	43	392	
Pin	0mil	4400mil	180 Degrees	pin	false	H44	true	H	44	393	
Pin	0mil	4500mil	180 Degrees	pin	false	H45	true	H	45	394	
Pin	0mil	4600mil	180 Degrees	pin	false	H46	true	H	46	395	
Pin	0mil	4700mil	180 Degrees	pin	false	H47	true	H	47	396	
Pin	0mil	4800mil	180 Degrees	pin	false	H48	true	H	48	397	
Pin	0mil	4900mil	180 Degrees	pin	false	H49	true	H	49	398	
Pin	0mil	5000mil	180 Degrees	pin	false	H50	true	H	50	399	
